iteration, itertime, mapcons, ai
1, 0.896533, 317, 0.908008
2, 0.890838, 317, 0.907785
3, 0.930189, 1140, 0.908603
4, 1.01921, 1140, 0.908739
5, 0.981687, 1140, 0.908603
6, 0.939333, 1140, 0.908603
7, 0.900736, 1140, 0.908739
8, 0.990042, 1140, 0.908739
9, 1.1012, 1140, 0.908603
10, 1.01072, 1140, 0.908739
11, 0.902546, 1140, 0.908739
12, 0.989024, 1354, 0.917407
13, 0.999582, 1354, 0.917407
14, 1.01173, 1354, 0.917541
15, 1.01442, 1354, 0.917407
16, 1.0052, 1354, 0.917407
17, 1.00414, 1354, 0.917541
18, 1.08451, 1354, 0.917407
19, 1.06132, 1354, 0.917407
20, 1.06727, 1354, 0.917541
21, 0.985759, 1354, 0.917541
22, 0.942989, 1354, 0.917407
23, 0.940331, 1354, 0.917541
24, 0.888371, 1354, 0.917541
25, 0.965949, 1354, 0.917407
26, 1.00711, 1354, 0.917407
27, 0.935791, 1354, 0.917541
28, 0.905369, 1354, 0.917407
29, 0.946496, 1354, 0.917407
30, 0.923937, 1533, 0.929198
31, 0.898285, 1533, 0.929198
32, 1.07026, 1533, 0.928974
33, 1.07935, 1533, 0.929198
34, 0.952318, 1533, 0.929198
35, 1.00521, 1533, 0.928974
36, 0.987923, 1533, 0.928974
37, 0.881425, 1533, 0.929198
38, 0.944002, 1533, 0.928974
39, 0.890548, 1533, 0.928974
40, 0.896738, 1533, 0.929198
41, 0.884383, 1592, 0.915699
42, 0.891428, 1592, 0.915528
43, 0.889657, 1592, 0.915699
44, 0.86499, 1592, 0.915699
45, 0.937701, 1592, 0.915528
46, 0.876686, 1592, 0.915699
47, 0.891392, 1592, 0.915699
48, 0.891492, 1592, 0.915528
49, 0.92623, 1592, 0.915528
50, 0.892308, 1592, 0.915699
51, 0.886099, 1592, 0.915528
52, 0.892012, 1592, 0.915528
53, 0.88577, 1592, 0.915699
54, 0.937465, 1592, 0.915699
55, 0.9034, 1592, 0.915528
56, 0.896279, 1592, 0.915699
57, 0.875413, 1809, 0.916241
58, 0.890454, 1927, 0.927582
59, 0.888727, 1927, 0.927582
60, 0.938395, 1927, 0.927782
