iteration, itertime, mapcons, ai
1, 0.950894, 237, 0.88769
2, 1.03522, 272, 0.891683
3, 1.04832, 275, 0.891615
4, 1.00984, 275, 0.891615
5, 1.06327, 444, 0.873946
6, 0.976259, 444, 0.873953
7, 0.94072, 444, 0.873953
8, 1.00869, 570, 0.870307
9, 0.938941, 570, 0.870307
10, 0.965613, 570, 0.870315
11, 0.982467, 570, 0.870307
12, 0.935187, 570, 0.870307
13, 1.03054, 570, 0.870315
14, 0.933675, 570, 0.870315
15, 0.948585, 570, 0.870307
16, 0.900809, 570, 0.870315
17, 0.912071, 570, 0.870315
18, 0.943631, 570, 0.870307
19, 0.926421, 570, 0.870307
20, 0.943437, 570, 0.870315
21, 0.919859, 570, 0.870307
22, 0.906436, 570, 0.870307
23, 0.913603, 570, 0.870315
24, 0.914875, 570, 0.870315
25, 0.909943, 570, 0.870307
26, 0.910793, 570, 0.870315
27, 0.911795, 570, 0.870315
28, 0.904692, 570, 0.870307
29, 0.892084, 570, 0.870307
30, 0.916922, 570, 0.870315
31, 0.900625, 570, 0.870307
32, 0.908971, 570, 0.870307
33, 0.941657, 570, 0.870315
34, 0.942414, 570, 0.870307
35, 0.919982, 570, 0.870307
36, 0.916559, 570, 0.870315
37, 0.929338, 570, 0.870315
38, 0.919023, 570, 0.870307
39, 0.933862, 570, 0.870315
40, 0.915137, 570, 0.870315
41, 0.893299, 570, 0.870307
42, 0.929826, 570, 0.870307
43, 0.911537, 570, 0.870315
44, 0.923145, 570, 0.870307
45, 0.887808, 570, 0.870307
46, 0.933175, 570, 0.870315
47, 0.888544, 570, 0.870315
48, 0.931293, 570, 0.870307
49, 0.930011, 570, 0.870315
50, 0.914231, 570, 0.870315
51, 0.897716, 570, 0.870307
52, 0.925347, 570, 0.870307
53, 0.913266, 570, 0.870315
54, 0.914461, 570, 0.870307
55, 0.91104, 570, 0.870307
56, 0.913865, 570, 0.870315
57, 0.9741, 570, 0.870315
58, 0.90384, 570, 0.870307
59, 0.914391, 570, 0.870315
60, 0.898336, 570, 0.870315
