iteration, itertime, mapcons, ai
1, 0.973532, 231, 0.898012
2, 0.990937, 256, 0.875295
3, 1.00806, 339, 0.867675
4, 1.0661, 339, 0.867668
5, 1.06444, 384, 0.86197
6, 0.970943, 480, 0.879256
7, 0.941536, 480, 0.879256
8, 0.972754, 480, 0.87932
9, 1.02337, 480, 0.879256
10, 0.970258, 480, 0.879256
11, 0.976974, 480, 0.87932
12, 0.941388, 480, 0.87932
13, 0.920716, 480, 0.879256
14, 1.0086, 480, 0.87932
15, 0.975649, 480, 0.87932
16, 0.906816, 480, 0.879256
17, 0.944708, 480, 0.879256
18, 0.940538, 480, 0.87932
19, 0.934946, 480, 0.879256
20, 0.924964, 480, 0.879256
21, 0.915965, 480, 0.87932
22, 0.95647, 480, 0.87932
23, 0.932956, 480, 0.879256
24, 0.953799, 480, 0.87932
25, 0.920856, 480, 0.87932
26, 1.08469, 480, 0.879256
27, 1.00761, 480, 0.879256
28, 0.988773, 480, 0.87932
29, 0.918573, 480, 0.879256
30, 0.913992, 480, 0.879256
31, 1.014, 480, 0.87932
32, 0.929889, 527, 0.924307
33, 0.949692, 660, 0.908832
34, 0.982461, 660, 0.908847
35, 0.904076, 660, 0.908847
36, 0.910925, 660, 0.908832
37, 0.945871, 660, 0.908847
38, 0.969133, 660, 0.908847
39, 1.01945, 660, 0.908832
40, 0.911168, 660, 0.908832
41, 1.0112, 660, 0.908847
42, 0.930603, 660, 0.908832
43, 0.904524, 660, 0.908832
44, 0.918357, 660, 0.908847
45, 0.914784, 660, 0.908847
46, 0.903207, 660, 0.908832
47, 0.914172, 660, 0.908847
48, 0.89287, 660, 0.908847
49, 0.905015, 660, 0.908832
50, 0.902074, 660, 0.908832
51, 0.891269, 660, 0.908847
52, 0.893326, 660, 0.908832
53, 0.906323, 689, 0.91347
54, 0.894633, 689, 0.913511
55, 0.979679, 689, 0.913511
56, 1.05068, 689, 0.91347
57, 0.972685, 689, 0.913511
58, 0.919386, 689, 0.913511
59, 0.921066, 689, 0.91347
60, 0.95506, 689, 0.91347
