iteration, itertime, mapcons, ai
1, 0.919251, 344, 0.905644
2, 1.01238, 411, 0.903889
3, 1.09382, 411, 0.903872
4, 1.02084, 411, 0.903872
5, 0.995579, 414, 0.895021
6, 0.96128, 414, 0.894998
7, 0.986108, 414, 0.894998
8, 0.944491, 603, 0.900827
9, 0.920669, 667, 0.900508
10, 0.919871, 807, 0.894545
11, 1.13038, 807, 0.894588
12, 1.01544, 807, 0.894588
13, 0.999185, 807, 0.894545
14, 1.00283, 807, 0.894588
15, 0.993506, 967, 0.89893
16, 1.07407, 967, 0.898879
17, 0.985516, 967, 0.898879
18, 0.941046, 967, 0.89893
19, 0.967051, 967, 0.898879
20, 0.984082, 967, 0.898879
21, 0.918063, 967, 0.89893
22, 1.00865, 967, 0.89893
23, 0.908964, 967, 0.898879
24, 0.932806, 967, 0.89893
25, 0.968035, 967, 0.89893
26, 0.912257, 967, 0.898879
27, 0.955032, 967, 0.898879
28, 0.930143, 967, 0.89893
29, 0.910525, 967, 0.898879
30, 0.915033, 967, 0.898879
31, 0.907233, 967, 0.89893
32, 0.926512, 967, 0.89893
33, 0.924028, 967, 0.898879
34, 0.902853, 967, 0.89893
35, 0.960555, 967, 0.89893
36, 0.889779, 967, 0.898879
37, 0.888693, 967, 0.898879
38, 0.876413, 967, 0.89893
39, 0.891961, 967, 0.898879
40, 0.924155, 967, 0.898879
41, 0.955758, 967, 0.89893
42, 0.885169, 967, 0.898879
43, 0.92944, 967, 0.898879
44, 0.894169, 967, 0.89893
45, 0.91805, 967, 0.89893
46, 0.941027, 967, 0.898879
47, 0.919726, 967, 0.89893
48, 0.893388, 967, 0.89893
49, 0.911353, 967, 0.898879
50, 0.943695, 967, 0.898879
51, 0.886713, 967, 0.89893
52, 0.890635, 967, 0.898879
53, 0.906963, 967, 0.898879
54, 0.885163, 967, 0.89893
55, 0.871749, 967, 0.89893
56, 0.870599, 967, 0.898879
57, 0.947646, 1021, 0.893267
58, 0.911897, 1021, 0.893267
59, 0.915812, 1021, 0.893232
60, 0.895107, 1021, 0.893232
