iteration, itertime, mapcons, ai
1, 3.00673, 603, 0.874175
2, 2.94615, 684, 0.878935
3, 2.95235, 684, 0.878935
4, 3.0165, 684, 0.878935
5, 2.80553, 684, 0.878935
6, 2.94058, 684, 0.878935
7, 2.67422, 684, 0.878935
8, 2.6161, 685, 0.87917
9, 2.62389, 685, 0.87917
10, 2.67496, 685, 0.87917
11, 2.5599, 685, 0.87917
12, 2.62668, 685, 0.87917
13, 2.7599, 685, 0.87917
14, 2.58581, 685, 0.87917
15, 2.64467, 685, 0.87917
16, 2.67767, 685, 0.87917
17, 2.60874, 685, 0.87917
18, 2.61287, 685, 0.87917
19, 2.82988, 685, 0.87917
20, 2.527, 685, 0.87917
21, 2.54417, 685, 0.87917
22, 2.70086, 685, 0.880556
23, 2.52282, 685, 0.880556
24, 2.51655, 685, 0.880556
25, 2.77187, 734, 0.882605
26, 2.51765, 734, 0.882605
27, 2.53233, 734, 0.882605
28, 2.70023, 734, 0.882605
29, 2.54909, 734, 0.882605
30, 2.50867, 734, 0.882605
31, 2.63479, 734, 0.882605
32, 2.58531, 734, 0.882605
33, 2.51321, 747, 0.881431
34, 2.6045, 801, 0.895751
35, 2.61177, 801, 0.895751
36, 2.4801, 801, 0.895751
37, 2.5581, 801, 0.895751
38, 2.63568, 801, 0.895751
39, 2.52443, 801, 0.895751
40, 2.54536, 801, 0.895751
41, 2.66374, 801, 0.895751
42, 2.51767, 801, 0.895751
43, 2.51583, 801, 0.895751
44, 2.63575, 801, 0.895751
45, 2.50242, 801, 0.895751
46, 2.48865, 801, 0.895751
47, 2.65858, 801, 0.895751
48, 2.51166, 801, 0.895751
49, 2.5184, 801, 0.895751
50, 2.59162, 801, 0.895751
51, 2.55369, 801, 0.895751
52, 2.58317, 801, 0.895751
53, 2.57617, 801, 0.895751
54, 2.62227, 823, 0.886736
55, 2.49974, 823, 0.886736
56, 2.54364, 823, 0.886736
57, 2.65956, 823, 0.886736
58, 2.5144, 823, 0.886736
59, 2.57161, 823, 0.886736
60, 2.48307, 823, 0.886736
