iteration, itertime, mapcons, ai
1, 3.08161, 677, 0.889439
2, 2.85904, 677, 0.889439
3, 2.85364, 677, 0.889439
4, 2.95593, 680, 0.875852
5, 2.97053, 738, 0.876043
6, 3.07129, 738, 0.876043
7, 3.13141, 738, 0.876043
8, 2.8868, 793, 0.879179
9, 2.9714, 793, 0.879179
10, 2.91933, 793, 0.879179
11, 2.88366, 793, 0.879179
12, 3.0871, 793, 0.879179
13, 2.84867, 793, 0.879179
14, 2.94925, 793, 0.879179
15, 3.02891, 793, 0.879179
16, 2.65034, 793, 0.879179
17, 2.72208, 793, 0.879179
18, 3.02683, 793, 0.879179
19, 2.83496, 793, 0.879179
20, 3.03051, 793, 0.879179
21, 2.96389, 793, 0.879179
22, 2.82664, 793, 0.879179
23, 3.08055, 793, 0.879179
24, 2.69957, 793, 0.879179
25, 2.74169, 793, 0.879179
26, 2.90359, 793, 0.879179
27, 2.65819, 793, 0.879179
28, 2.77052, 793, 0.879179
29, 2.94921, 825, 0.871447
30, 2.70767, 825, 0.871447
31, 2.74222, 825, 0.871447
32, 2.92551, 825, 0.871447
33, 2.64576, 825, 0.871447
34, 2.7768, 825, 0.871447
35, 3.0011, 825, 0.871447
36, 2.62078, 825, 0.871447
37, 2.81801, 825, 0.871447
38, 2.93245, 825, 0.871447
39, 2.68466, 825, 0.871447
40, 2.77156, 825, 0.871447
41, 2.92961, 825, 0.871447
42, 2.68027, 825, 0.871447
43, 2.85303, 825, 0.871447
44, 2.89267, 825, 0.871447
45, 2.66744, 825, 0.871447
46, 2.92449, 825, 0.871447
47, 2.78602, 825, 0.871447
48, 2.70767, 825, 0.871447
49, 2.93584, 825, 0.871447
50, 2.90206, 825, 0.871447
51, 2.71624, 825, 0.871447
52, 3.0266, 825, 0.871447
53, 2.7718, 825, 0.871447
54, 2.76785, 825, 0.871447
55, 3.07038, 825, 0.871447
56, 2.67217, 825, 0.871447
57, 2.95497, 825, 0.871447
58, 2.98059, 825, 0.871447
59, 2.66935, 825, 0.871447
60, 3.11577, 825, 0.871447
