iteration, itertime, mapcons, ai
1, 3.3874, 546, 0.877289
2, 3.40044, 611, 0.89066
3, 3.12761, 611, 0.89066
4, 3.43607, 647, 0.88188
5, 2.97295, 664, 0.882535
6, 3.19121, 664, 0.882535
7, 3.14596, 664, 0.882535
8, 2.85135, 664, 0.882535
9, 3.04863, 664, 0.882535
10, 2.8603, 772, 0.877706
11, 2.90195, 772, 0.877706
12, 3.11575, 772, 0.877706
13, 2.68663, 772, 0.877706
14, 2.96706, 772, 0.877706
15, 2.936, 772, 0.877706
16, 2.8103, 772, 0.877706
17, 3.30836, 772, 0.877706
18, 2.91666, 772, 0.877706
19, 2.8502, 772, 0.877706
20, 2.52384, 772, 0.877706
21, 2.56568, 772, 0.877706
22, 2.70582, 772, 0.877706
23, 2.46028, 772, 0.877706
24, 2.72094, 772, 0.877706
25, 2.72905, 772, 0.877706
26, 2.61075, 772, 0.877706
27, 2.57555, 772, 0.877706
28, 2.54493, 772, 0.877706
29, 2.44654, 772, 0.877706
30, 2.52222, 772, 0.877706
31, 2.53415, 772, 0.877706
32, 2.47776, 772, 0.877706
33, 2.51037, 772, 0.877706
34, 2.559, 772, 0.877706
35, 2.47768, 772, 0.877706
36, 2.52327, 772, 0.877706
37, 2.57373, 772, 0.877706
38, 2.56704, 772, 0.877706
39, 2.50158, 772, 0.877706
40, 2.59392, 780, 0.877446
41, 2.61929, 780, 0.877446
42, 2.42898, 780, 0.877446
43, 2.50762, 780, 0.877446
44, 2.49782, 780, 0.877446
45, 2.51584, 780, 0.877446
46, 2.78475, 780, 0.877446
47, 2.5621, 780, 0.877446
48, 2.71204, 780, 0.877446
49, 2.50056, 780, 0.877446
50, 2.52812, 780, 0.877446
51, 2.40865, 780, 0.877446
52, 2.53079, 780, 0.877446
53, 2.51267, 780, 0.877446
54, 2.40759, 780, 0.877446
55, 2.42649, 780, 0.877446
56, 2.50365, 799, 0.867153
57, 2.49531, 3604, 0.862991
58, 2.40054, 3604, 0.862991
59, 2.60003, 3604, 0.862991
60, 2.48329, 3604, 0.862991
