iteration, itertime, mapcons, ai
1, 2.59346, 628, 0.890327
2, 2.65476, 628, 0.894449
3, 2.53565, 628, 0.894081
4, 2.55848, 628, 0.894081
5, 2.54567, 628, 0.894081
6, 2.54724, 628, 0.894081
7, 2.44508, 628, 0.894081
8, 2.46089, 628, 0.894081
9, 2.43064, 672, 0.895684
10, 2.38002, 672, 0.895684
11, 2.41936, 672, 0.895684
12, 2.43086, 672, 0.895684
13, 2.39707, 672, 0.895684
14, 2.82697, 674, 0.89091
15, 2.91539, 674, 0.89091
16, 2.8973, 674, 0.89091
17, 2.93488, 674, 0.89091
18, 2.9073, 674, 0.89091
19, 2.9556, 674, 0.89091
20, 2.92963, 674, 0.89091
21, 2.90984, 674, 0.89091
22, 2.92742, 674, 0.89091
23, 2.93786, 674, 0.89091
24, 2.77, 674, 0.89091
25, 2.72277, 674, 0.89091
26, 2.77231, 1285, 0.860529
27, 2.7616, 1658, 0.863986
28, 2.72714, 1848, 0.865584
29, 2.72841, 2446, 0.870678
30, 2.72144, 2446, 0.870678
31, 2.72911, 2964, 0.86624
32, 2.70653, 2964, 0.86624
33, 2.55871, 2964, 0.86624
34, 2.55656, 3305, 0.8613
35, 2.55555, 3305, 0.8613
36, 2.48018, 3305, 0.8613
37, 2.60501, 3305, 0.8613
38, 2.61756, 3305, 0.8613
39, 2.63089, 4068, 0.864353
40, 2.65276, 4068, 0.864353
41, 2.64467, 4068, 0.864353
42, 2.61187, 4068, 0.864353
43, 2.57809, 4068, 0.864353
44, 2.58488, 4068, 0.864353
45, 2.58641, 4068, 0.864353
46, 2.62386, 4068, 0.864353
47, 2.57943, 4068, 0.864353
48, 2.57849, 4068, 0.864353
49, 2.63562, 4068, 0.864353
50, 2.57013, 4068, 0.864353
51, 2.61998, 4068, 0.864353
52, 2.57093, 4068, 0.864353
53, 2.52874, 4068, 0.864353
54, 2.58206, 4068, 0.864353
55, 2.54939, 4068, 0.864353
56, 2.61156, 4068, 0.864353
57, 2.56076, 4068, 0.864353
58, 2.53704, 4068, 0.864353
59, 2.54001, 4068, 0.864353
60, 2.53253, 4068, 0.864353
