iteration, itertime, mapcons, ai
1, 2.87176, 1196, 0.851449
2, 2.70353, 1196, 0.858572
3, 2.63341, 1196, 0.858577
4, 2.63206, 1196, 0.858577
5, 2.6416, 1196, 0.858577
6, 2.59829, 1196, 0.858577
7, 2.60907, 2787, 0.86102
8, 2.7579, 3247, 0.86644
9, 2.82918, 3247, 0.86644
10, 2.8105, 3247, 0.86644
11, 2.78318, 3247, 0.86644
12, 2.74887, 3247, 0.86644
13, 2.72538, 3247, 0.86644
14, 2.73135, 3247, 0.86644
15, 2.72085, 3247, 0.86644
16, 2.68782, 3695, 0.864337
17, 2.69687, 3695, 0.864337
18, 2.69399, 3695, 0.864337
19, 2.69248, 3695, 0.864337
20, 2.68262, 3695, 0.864337
21, 2.66224, 3695, 0.864337
22, 2.66339, 3695, 0.864337
23, 2.80795, 3695, 0.864337
24, 2.87375, 3695, 0.864337
25, 2.6849, 3695, 0.864337
26, 2.68791, 3695, 0.864337
27, 2.69547, 3695, 0.864337
28, 2.6874, 3695, 0.864337
29, 2.68979, 3695, 0.864337
30, 2.67855, 3695, 0.864337
31, 2.91097, 3695, 0.864337
32, 2.93894, 3695, 0.864337
33, 2.85211, 3695, 0.864337
34, 2.6939, 4056, 0.866458
35, 2.657, 4056, 0.866458
36, 2.7027, 4056, 0.866458
37, 2.73467, 4056, 0.866458
38, 2.86614, 4056, 0.866458
39, 2.73248, 4056, 0.866458
40, 2.73259, 4056, 0.866458
41, 2.88487, 4056, 0.866458
42, 2.89719, 4056, 0.866458
43, 2.8439, 4056, 0.866458
44, 2.86899, 4056, 0.866458
45, 2.72121, 4056, 0.866458
46, 2.70383, 4056, 0.866458
47, 2.6771, 4056, 0.866458
48, 2.73096, 4056, 0.866458
49, 2.68646, 4056, 0.866458
50, 2.69003, 4056, 0.866458
51, 2.7667, 4056, 0.866458
52, 2.76224, 4056, 0.866458
53, 2.72135, 4288, 0.864812
54, 2.74842, 4288, 0.864812
55, 2.68622, 4288, 0.864812
56, 2.66619, 4288, 0.864812
57, 2.6542, 4288, 0.864812
58, 2.67805, 4288, 0.864812
59, 2.81351, 4288, 0.864812
60, 2.67704, 4288, 0.864812
